Department,Department Name,Division,Gender,Base Salary,2020 Overtime Pay,2020 Longevity Pay,Grade
HHS,Department of Health and Human Services,Public Health Services Division,F,67197.59,0,0,18
HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,102729.09,0,0,25
HHS,Department of Health and Human Services,Child Welfare Services,F,72825.87,0,0,24
HHS,Department of Health and Human Services,Public Health Services Division,F,61649.17,0,0,14
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,M,43249.94,623.83,0,13
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,72637.34,1861.93,0,24
HHS,Department of Health and Human Services,Public Health Services Division,F,72637.35,209.54,0,24
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,M,72637.35,0,0,24
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,71233.34,0,0,21
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,106036.57,0,0,25
HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,72723.81,0,0,18
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,64125.21,1302.73,0,22
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,M,60745.99,208.09,0,20
HHS,Department of Health and Human Services,Public Health Services Division,F,109858.81,0,0,M3
HHS,Department of Health and Human Services,Director's Office Division,F,116176.62,0,0,28
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,60199.18,0,0,20
HHS,Department of Health and Human Services,Public Health Services Division,F,56991.24,220.41,0,13
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,67814.08,0,0,22
HHS,Department of Health and Human Services,School Health Services,F,42142.47,0,0,15
HHS,Department of Health and Human Services,School Health Services,F,42142.47,0,0,15
HHS,Department of Health and Human Services,Public Health Services Division,F,46534.16,0,0,15
HHS,Department of Health and Human Services,School Health Services,F,40717.33,0,0,15
HHS,Department of Health and Human Services,School Health Services,F,82568.24,0,0,24
HHS,Department of Health and Human Services,School Health Services,F,42142.47,112.89,0,15
HHS,Department of Health and Human Services,School Health Services,F,40717.33,0,0,15
HHS,Department of Health and Human Services,School Health Services,F,86740.13,0,0,24
HHS,Department of Health and Human Services,School Health Services,F,42142.48,0,0,15
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,117000,708.63,0,M3
HHS,Department of Health and Human Services,Child Welfare Services,F,55263.14,0,0,18
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,56991.24,0,0,13
HHS,Department of Health and Human Services,Chief Operating Officer Division,F,99852,0,0,23
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,80705,0,0,24
HHS,Department of Health and Human Services,Public Health Services Division,F,55484.25,40.02,0,14
HHS,Department of Health and Human Services,Director's Office Division,F,131248.71,0,0,M2
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,73743.64,0,0,24
HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,47175.14,7247.2,0,16
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,64115.14,0,0,21
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,45940.27,2558.28,0,13
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,M,101796.5,2202.35,0,MD3
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,M,66839.06,0,0,23
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,61815.35,2752.76,0,22
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,M,74738.44,0,0,24
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,59793.24,0,0,16
HHS,Department of Health and Human Services,School Health Services,F,39340.18,0,0,15
HHS,Department of Health and Human Services,School Health Services,F,40717.08,0,0,15
HHS,Department of Health and Human Services,School Health Services,F,81486.47,0,0,24
HHS,Department of Health and Human Services,School Health Services,F,40717.13,0,0,15
HHS,Department of Health and Human Services,School Health Services,F,39340.16,389.1,0,15
HHS,Department of Health and Human Services,School Health Services,F,39340.18,340.49,0,15
HHS,Department of Health and Human Services,School Health Services,F,40717.09,0,0,15
HHS,Department of Health and Human Services,School Health Services,F,75646.79,0,0,24
HHS,Department of Health and Human Services,School Health Services,F,82568.73,0,0,24
HHS,Department of Health and Human Services,School Health Services,M,33736.98,0,0,15
HHS,Department of Health and Human Services,School Health Services,F,82568.73,0,0,24
HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,156000,0,0,0
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,73052.74,5373.69,0,22
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,M,44386.73,0,0,13
HHS,Department of Health and Human Services,Child Welfare Services,F,67997.99,0,0,23
HHS,Department of Health and Human Services,Chief Operating Officer Division,F,82975.3,0,0,23
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,70720.74,0,0,24
HHS,Department of Health and Human Services,Child Welfare Services,F,66806.53,0,0,23
HHS,Department of Health and Human Services,Office of Community Affairs Division,F,105497.16,0,0,25
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,115099,0,0,26
HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,58691.78,0,0,20
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,58691.78,0,0,20
HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,79737.35,0,0,25
HHS,Department of Health and Human Services,Chief Operating Officer Division,F,94629.73,0,0,23
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,58320.12,0,0,20
HHS,Department of Health and Human Services,Public Health Services Division,M,67807.28,376.12,0,24
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,62565.11,1062.16,0,20
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,81363.21,420.71,0,22
HHS,Department of Health and Human Services,Director's Office Division,F,109761,0,0,25
HHS,Department of Health and Human Services,Child Welfare Services,F,71317.27,0,0,24
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,33863.37,0,0,18
HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,64009.51,0,0,22
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,91626.06,0,0,24
HHS,Department of Health and Human Services,Child Welfare Services,F,64746.43,0,0,23
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,62864.53,5395.02,0,20
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,M,70181.01,0,0,24
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,60285,0,0,23
HHS,Department of Health and Human Services,Public Health Services Division,M,119054.06,0,0,M3
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,75003.75,0,0,24
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,67576.26,0,0,20
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,M,58162.63,78.32,0,20
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,56089.24,0,0,16
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,67838.23,0,0,23
HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,50288.96,0,0,14
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,102877,0,0,24
HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,49666.64,0,0,14
HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,52363.34,0,0,14
HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,48836.89,281.76,0,14
HHS,Department of Health and Human Services,School Health Services,M,82568.39,0,0,24
HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,48836.89,0,0,14
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,88942.41,0,0,21
HHS,Department of Health and Human Services,School Health Services,F,86740.15,0,0,24
HHS,Department of Health and Human Services,Public Health Services Division,F,115099,0,0,26
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,63581.91,0,0,21
HHS,Department of Health and Human Services,School Health Services,F,84338.76,0,0,24
HHS,Department of Health and Human Services,School Health Services,F,69804.18,0,0,24
HHS,Department of Health and Human Services,Child Welfare Services,M,68527.13,0,0,23
HHS,Department of Health and Human Services,Public Health Services Division,M,132037.87,0,0,M2
HHS,Department of Health and Human Services,Director's Office Division,F,89442.41,0,0,21
HHS,Department of Health and Human Services,Child Welfare Services,F,75374.75,3625.2,0,24
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,M,56991.24,0,0,13
HHS,Department of Health and Human Services,Child Welfare Services,F,66838.61,0,0,23
HHS,Department of Health and Human Services,Child Welfare Services,F,67012.56,0,0,23
HHS,Department of Health and Human Services,Public Health Services Division,F,103356.07,0,0,M3
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,46411.92,0,0,16
HHS,Department of Health and Human Services,School Health Services,F,39339.93,0,0,15
